time,air_temp,apparent_t,dewpt,rel_hum,delta_t,wind_dir_deg,wind_spd_kmh,gust_kmh,rain_trace,rain_ten,rain_hour,press,wet_bulb_temperature
1736415000,0.6263940520446097,0.5615763546798029,0.8465608465608466,0.9,0.052631578947368425,0.36944444444444446,0.1827956989247312,0.21505376344086022,0.012285012285012284,0.0,0.0,0.49250535331905854,0.792156862745098
1736416800,0.6245353159851301,0.58128078817734,0.851851851851852,0.92,0.040935672514619874,0.37777777777777777,0.13978494623655913,0.1827956989247312,0.012285012285012284,0.0,0.0,0.4967880085653122,0.7960784313725491
1736418600,0.6226765799256506,0.5886699507389163,0.8544973544973545,0.93,0.03508771929824562,0.3861111111111111,0.11827956989247312,0.13978494623655913,0.012285012285012284,0.0,0.0,0.5032119914346902,0.7999999999999999
1736420400,0.6282527881040892,0.6009852216748769,0.8624338624338626,0.93,0.03508771929824562,0.41944444444444445,0.11827956989247312,0.13978494623655913,0.012285012285012284,0.0,0.0,0.5053533190578171,0.8117647058823529
1736422200,0.6263940520446097,0.5985221674876847,0.8650793650793652,0.94,0.02339181286549707,0.4638888888888889,0.11827956989247312,0.16129032258064516,0.012285012285012284,0.0,0.0,0.5032119914346902,0.8117647058823529
1736425800,0.6208178438661711,0.5640394088669951,0.8465608465608466,0.92,0.040935672514619874,0.39166666666666666,0.16129032258064516,0.1827956989247312,0.012285012285012284,0.0,0.0,0.4967880085653122,0.7882352941176471
1736427600,0.6226765799256506,0.5788177339901478,0.8544973544973545,0.93,0.03508771929824562,0.37222222222222223,0.13978494623655913,0.16129032258064516,0.012285012285012284,0.0,0.0,0.49250535331905854,0.7999999999999999
1736429400,0.6245353159851301,0.5862068965517241,0.8624338624338626,0.94,0.02339181286549707,0.3527777777777778,0.13978494623655913,0.1827956989247312,0.012285012285012284,0.0,0.0,0.48608137044968047,0.807843137254902
1736431200,0.6263940520446097,0.5541871921182265,0.8597883597883599,0.93,0.03508771929824562,0.3138888888888889,0.21505376344086022,0.3010752688172043,0.012285012285012284,0.0,0.0,0.4817987152034268,0.807843137254902
1736433000,0.6189591078066914,0.5738916256157636,0.8492063492063493,0.93,0.03508771929824562,0.22777777777777777,0.13978494623655913,0.20430107526881722,0.012285012285012284,0.0,0.0,0.4689507494646683,0.792156862745098
1736434800,0.6115241635687734,0.5862068965517241,0.835978835978836,0.92,0.03508771929824562,0.18611111111111112,0.07526881720430108,0.0967741935483871,0.012285012285012284,0.0,0.0,0.4646680942184171,0.7725490196078431
1736436600,0.6096654275092936,0.5862068965517241,0.835978835978836,0.93,0.03508771929824562,0.4777777777777778,0.06451612903225806,0.07526881720430108,0.012285012285012284,0.0,0.0,0.4668094218415439,0.7725490196078431
1736438400,0.604089219330855,0.5714285714285715,0.8280423280423281,0.93,0.03508771929824562,0.5305555555555556,0.07526881720430108,0.0967741935483871,0.012285012285012284,0.0,0.0,0.46038543897216344,0.7607843137254902
1736440200,0.604089219330855,0.6059113300492611,0.8333333333333334,0.94,0.02339181286549707,0.0,0.0,0.0,0.012285012285012284,0.0,0.0,0.4582441113490366,0.7647058823529411
1736442000,0.6022304832713756,0.5714285714285715,0.8306878306878308,0.94,0.02339181286549707,0.5055555555555555,0.07526881720430108,0.07526881720430108,0.012285012285012284,0.0,0.0,0.46038543897216344,0.7607843137254902
1736443800,0.5985130111524164,0.5886699507389163,0.8306878306878308,0.95,0.017543859649122806,0.5222222222222223,0.021505376344086023,0.0967741935483871,0.012285012285012284,0.0,0.0,0.4582441113490366,0.7568627450980392
1736445600,0.6078066914498143,0.5738916256157636,0.8439153439153441,0.95,0.017543859649122806,0.4888888888888889,0.0967741935483871,0.11827956989247312,0.012285012285012284,0.0,0.0,0.4646680942184171,0.7764705882352941
1736447400,0.5985130111524164,0.5566502463054187,0.8306878306878308,0.95,0.017543859649122806,0.4527777777777778,0.0967741935483871,0.0967741935483871,0.012285012285012284,0.0,0.0,0.4710920770877951,0.7568627450980392
1736449200,0.6059479553903346,0.5615763546798029,0.8439153439153441,0.96,0.011695906432748537,0.5138888888888888,0.11827956989247312,0.13978494623655913,0.012285012285012284,0.0,0.0,0.47323340471092196,0.7764705882352941
1736451000,0.6208178438661711,0.5911330049261083,0.8650793650793652,0.96,0.017543859649122806,0.42777777777777776,0.11827956989247312,0.13978494623655913,0.012285012285012284,0.0,0.0,0.4775160599571756,0.807843137254902
1736452800,0.6245353159851301,0.5960591133004927,0.8624338624338626,0.94,0.02339181286549707,0.4222222222222222,0.11827956989247312,0.13978494623655913,0.012285012285012284,0.0,0.0,0.48608137044968047,0.807843137254902
1736454600,0.6263940520446097,0.5985221674876847,0.8650793650793652,0.94,0.02339181286549707,0.43333333333333335,0.11827956989247312,0.16129032258064516,0.012285012285012284,0.0,0.0,0.4903640256959317,0.8117647058823529
1736456580,0.633828996282528,0.6009852216748769,0.8703703703703706,0.93,0.03508771929824562,0.43333333333333335,0.13978494623655913,0.16129032258064516,0.012285012285012284,0.0,0.0,0.4967880085653122,0.8196078431372549
1736458200,0.6431226765799257,0.6157635467980296,0.8756613756613758,0.91,0.04678362573099415,0.42777777777777776,0.13978494623655913,0.16129032258064516,0.012285012285012284,0.0,0.0,0.49892933618843904,0.8313725490196078
1736460000,0.6524163568773235,0.6231527093596059,0.8835978835978838,0.9,0.052631578947368425,0.42777777777777776,0.16129032258064516,0.20430107526881722,0.012285012285012284,0.0,0.0,0.5010706638115634,0.8470588235294119
1736461800,0.6598513011152417,0.6108374384236454,0.8333333333333334,0.78,0.13450292397660815,0.36666666666666664,0.16129032258064516,0.20430107526881722,0.0,0.0,0.0,0.5032119914346902,0.7999999999999999
1736463600,0.6654275092936803,0.6108374384236454,0.8386243386243387,0.78,0.14035087719298245,0.3472222222222222,0.1827956989247312,0.21505376344086022,0.0,0.0,0.0,0.5053533190578171,0.807843137254902
1736465400,0.6765799256505578,0.6354679802955665,0.8597883597883599,0.79,0.13450292397660815,0.36944444444444446,0.1827956989247312,0.21505376344086022,0.0,0.0,0.0,0.5053533190578171,0.8352941176470589
1736467200,0.6951672862453533,0.6477832512315271,0.8333333333333334,0.7,0.21052631578947364,0.3611111111111111,0.1827956989247312,0.21505376344086022,0.0,0.0,0.0,0.5074946466809439,0.8235294117647058
1736469000,0.6951672862453533,0.5911330049261083,0.8227513227513229,0.68,0.22222222222222218,0.1638888888888889,0.3010752688172043,0.3978494623655914,0.0,0.0,0.0,0.5032119914346902,0.8117647058823529
1736470800,0.6747211895910781,0.5714285714285715,0.7936507936507937,0.68,0.2163742690058479,0.20555555555555555,0.25806451612903225,0.3225806451612903,0.0,0.0,0.0,0.49892933618843904,0.7725490196078431
1736472600,0.6840148698884758,0.6206896551724138,0.8015873015873016,0.67,0.22807017543859645,0.17222222222222222,0.1827956989247312,0.25806451612903225,0.0,0.0,0.0,0.49892933618843904,0.7843137254901961
1736474400,0.6933085501858736,0.5960591133004927,0.7936507936507937,0.64,0.25730994152046777,0.21666666666666667,0.25806451612903225,0.34408602150537637,0.0,0.0,0.0,0.5010706638115634,0.7843137254901961
1736476200,0.6895910780669146,0.6083743842364533,0.7883597883597885,0.64,0.25730994152046777,0.19444444444444445,0.21505376344086022,0.3225806451612903,0.0,0.0,0.0,0.4946466809421854,0.7764705882352941
1736478000,0.7156133828996283,0.6650246305418719,0.8439153439153441,0.67,0.239766081871345,0.17222222222222222,0.21505376344086022,0.3225806451612903,0.0,0.0,0.0,0.4839400428265537,0.8431372549019608
1736479800,0.7118959107806692,0.6133004926108375,0.798941798941799,0.61,0.2865497076023391,0.21388888888888888,0.27956989247311825,0.34408602150537637,0.002457002457002457,0.0,0.007042253521126762,0.4775160599571756,0.7999999999999999
1736481600,0.7063197026022305,0.6305418719211823,0.8121693121693122,0.64,0.25730994152046777,0.21666666666666667,0.23655913978494625,0.34408602150537637,0.002457002457002457,0.0,0.007042253521126762,0.4689507494646683,0.807843137254902
1736483400,0.7156133828996283,0.6305418719211823,0.8042328042328043,0.61,0.2865497076023391,0.19444444444444445,0.25806451612903225,0.3225806451612903,0.002457002457002457,0.0,0.0,0.4646680942184171,0.807843137254902
1736485200,0.7118959107806692,0.5862068965517241,0.7777777777777779,0.58,0.30994152046783624,0.19444444444444445,0.3225806451612903,0.3978494623655914,0.002457002457002457,0.0,0.0,0.4668094218415439,0.780392156862745
1736487000,0.6951672862453533,0.5788177339901478,0.7910052910052912,0.63,0.2631578947368421,0.21666666666666667,0.3010752688172043,0.3978494623655914,0.002457002457002457,0.0,0.0,0.4668094218415439,0.780392156862745
1736488800,0.7026022304832713,0.6157635467980296,0.8121693121693122,0.65,0.25146198830409355,0.23333333333333334,0.25806451612903225,0.3225806451612903,0.002457002457002457,0.0,0.0,0.46038543897216344,0.807843137254902
1736490600,0.7063197026022305,0.6231527093596059,0.8174603174603176,0.65,0.25146198830409355,0.20555555555555555,0.25806451612903225,0.34408602150537637,0.002457002457002457,0.0,0.0,0.4582441113490366,0.8117647058823529
1736492400,0.6988847583643123,0.6157635467980296,0.8201058201058201,0.67,0.23391812865497075,0.21944444444444444,0.25806451612903225,0.3225806451612903,0.002457002457002457,0.0,0.0,0.46038543897216344,0.8117647058823529
1736494200,0.6802973977695168,0.6083743842364533,0.8439153439153441,0.75,0.1637426900584795,0.2833333333333333,0.23655913978494625,0.3010752688172043,0.002457002457002457,0.0,0.0,0.46038543897216344,0.8235294117647058
1736496000,0.6747211895910781,0.6182266009852216,0.8465608465608466,0.77,0.15204678362573096,0.3416666666666667,0.20430107526881722,0.23655913978494625,0.002457002457002457,0.0,0.0,0.4646680942184171,0.8235294117647058
1736497800,0.6617100371747212,0.6009852216748769,0.8597883597883599,0.83,0.10526315789473684,0.3638888888888889,0.21505376344086022,0.3010752688172043,0.002457002457002457,0.0,0.0,0.47323340471092196,0.8274509803921569
1736499600,0.6617100371747212,0.603448275862069,0.8650793650793652,0.84,0.09941520467836257,0.35,0.21505376344086022,0.27956989247311825,0.002457002457002457,0.0,0.0,0.4775160599571756,0.8313725490196078
1736501400,0.6635687732342008,0.6108374384236454,0.8677248677248677,0.84,0.09941520467836257,0.34444444444444444,0.20430107526881722,0.25806451612903225,0.002457002457002457,0.0,0.0,0.4839400428265537,0.8352941176470589
1736503200,0.6635687732342008,0.6108374384236454,0.8624338624338626,0.83,0.10526315789473684,0.33055555555555555,0.20430107526881722,0.25806451612903225,0.002457002457002457,0.0,0.0,0.4817987152034268,0.8313725490196078
1736506200,0.617100371747212,0.5221674876847291,0.8333333333333334,0.9,0.052631578947368425,0.25833333333333336,0.23655913978494625,0.3225806451612903,0.03194103194103194,0.03225806451612903,0.08450704225352113,0.4882226980728073,0.7725490196078431
1736507520,0.633828996282528,0.5985221674876847,0.8624338624338626,0.91,0.04678362573099415,0.19722222222222222,0.13978494623655913,0.1827956989247312,0.03439803439803439,0.0,0.09154929577464789,0.4882226980728073,0.8117647058823529
